task_id,method,input_tokens,output_tokens,total_tokens,batch_index,num_samples
597,self_consistency_cot,1530,895,2425,59,3
598,self_consistency_cot,1278,696,1974,59,3
599,self_consistency_cot,1122,651,1773,59,3
600,self_consistency_cot,1101,612,1713,59,3
601,self_consistency_cot,1443,1100,2543,60,3
602,self_consistency_cot,1137,1100,2237,60,3
603,self_consistency_cot,1329,1208,2537,60,3
604,self_consistency_cot,1047,565,1612,60,3
605,self_consistency_cot,1155,881,2036,60,3
606,self_consistency_cot,1077,772,1849,60,3
607,self_consistency_cot,1179,878,2057,60,3
608,self_consistency_cot,1335,428,1763,60,3
609,self_consistency_cot,1077,771,1848,60,3
610,self_consistency_cot,1089,937,2026,60,3
611,self_consistency_cot,1089,1125,2214,61,3
612,self_consistency_cot,1053,930,1983,61,3
613,self_consistency_cot,1083,1580,2663,61,3
614,self_consistency_cot,1080,1475,2555,61,3
615,self_consistency_cot,1080,1745,2825,61,3
616,self_consistency_cot,1146,917,2063,61,3
617,self_consistency_cot,1275,857,2132,61,3
618,self_consistency_cot,1098,1304,2402,61,3
619,self_consistency_cot,1146,1418,2564,61,3
620,self_consistency_cot,1335,895,2230,61,3
621,self_consistency_cot,1113,991,2104,62,3
622,self_consistency_cot,1524,970,2494,62,3
623,self_consistency_cot,1071,884,1955,62,3
624,self_consistency_cot,1032,564,1596,62,3
625,self_consistency_cot,1149,867,2016,62,3
626,self_consistency_cot,1077,441,1518,62,3
627,self_consistency_cot,1269,1482,2751,62,3
628,self_consistency_cot,1494,1649,3143,62,3
629,self_consistency_cot,1119,713,1832,62,3
630,self_consistency_cot,1263,799,2062,62,3
631,self_consistency_cot,1125,829,1954,63,3
632,self_consistency_cot,1140,1091,2231,63,3
633,self_consistency_cot,1185,1035,2220,63,3
634,self_consistency_cot,1176,618,1794,63,3
635,self_consistency_cot,1146,962,2108,63,3
636,self_consistency_cot,1101,769,1870,63,3
637,self_consistency_cot,1125,727,1852,63,3
638,self_consistency_cot,1206,801,2007,63,3
639,self_consistency_cot,1131,941,2072,63,3
640,self_consistency_cot,1104,2136,3240,63,3
641,self_consistency_cot,1074,650,1724,64,3
642,self_consistency_cot,1101,1356,2457,64,3
643,self_consistency_cot,1158,881,2039,64,3
644,self_consistency_cot,1095,1241,2336,64,3
645,self_consistency_cot,1170,1000,2170,64,3
646,self_consistency_cot,1128,728,1856,64,3
647,self_consistency_cot,1077,1416,2493,64,3
648,self_consistency_cot,1155,965,2120,64,3
649,self_consistency_cot,1176,1280,2456,64,3
650,self_consistency_cot,1197,1751,2948,64,3
651,self_consistency_cot,1104,1094,2198,65,3
652,self_consistency_cot,1113,967,2080,65,3
653,self_consistency_cot,1104,1038,2142,65,3
654,self_consistency_cot,1062,624,1686,65,3
655,self_consistency_cot,1155,759,1914,65,3
656,self_consistency_cot,1167,942,2109,65,3
657,self_consistency_cot,1275,1147,2422,65,3
658,self_consistency_cot,1194,1572,2766,65,3
659,self_consistency_cot,1218,1563,2781,65,3
660,self_consistency_cot,1191,715,1906,65,3
661,self_consistency_cot,1488,1058,2546,66,3
662,self_consistency_cot,1089,1169,2258,66,3
663,self_consistency_cot,1215,901,2116,66,3
664,self_consistency_cot,1248,568,1816,66,3
665,self_consistency_cot,1167,964,2131,66,3
666,self_consistency_cot,1110,1129,2239,66,3
667,self_consistency_cot,1092,818,1910,66,3
668,self_consistency_cot,1098,1538,2636,66,3
669,self_consistency_cot,1530,1637,3167,66,3
670,self_consistency_cot,1080,652,1732,66,3
671,self_consistency_cot,1338,2990,4328,67,3
672,self_consistency_cot,1230,776,2006,67,3
673,self_consistency_cot,1092,1562,2654,67,3
674,self_consistency_cot,1104,1241,2345,67,3
675,self_consistency_cot,1119,863,1982,67,3
676,self_consistency_cot,1095,2210,3305,67,3
677,self_consistency_cot,1092,583,1675,67,3
678,self_consistency_cot,1062,755,1817,67,3
679,self_consistency_cot,1050,794,1844,67,3
680,self_consistency_cot,1080,758,1838,67,3
681,self_consistency_cot,1218,754,1972,68,3
682,self_consistency_cot,1098,780,1878,68,3
683,self_consistency_cot,1221,1137,2358,68,3
684,self_consistency_cot,1305,1486,2791,68,3
685,self_consistency_cot,1353,575,1928,68,3
686,self_consistency_cot,1125,785,1910,68,3
687,self_consistency_cot,1179,820,1999,68,3
688,self_consistency_cot,1080,762,1842,68,3
689,self_consistency_cot,1380,1136,2516,68,3
690,self_consistency_cot,1107,1251,2358,68,3
691,self_consistency_cot,1203,1254,2457,69,3
692,self_consistency_cot,1179,754,1933,69,3
693,self_consistency_cot,1071,691,1762,69,3
694,self_consistency_cot,1086,1155,2241,69,3
695,self_consistency_cot,1122,715,1837,69,3
696,self_consistency_cot,1080,966,2046,69,3
697,self_consistency_cot,1098,872,1970,69,3
698,self_consistency_cot,1143,1311,2454,69,3
699,self_consistency_cot,1245,674,1919,69,3
700,self_consistency_cot,1131,1015,2146,69,3
701,self_consistency_cot,1167,2350,3517,70,3
702,self_consistency_cot,1503,1342,2845,70,3
703,self_consistency_cot,1077,733,1810,70,3
704,self_consistency_cot,1107,553,1660,70,3
705,self_consistency_cot,1083,901,1984,70,3
706,self_consistency_cot,1221,964,2185,70,3
707,self_consistency_cot,1362,1128,2490,70,3
708,self_consistency_cot,1047,695,1742,70,3
709,self_consistency_cot,1215,1092,2307,70,3
710,self_consistency_cot,1101,750,1851,70,3
711,self_consistency_cot,1338,629,1967,71,3
712,self_consistency_cot,1101,1261,2362,71,3
713,self_consistency_cot,1083,611,1694,71,3
714,self_consistency_cot,1389,689,2078,71,3
715,self_consistency_cot,1080,899,1979,71,3
716,self_consistency_cot,1062,512,1574,71,3
717,self_consistency_cot,1407,744,2151,71,3
718,self_consistency_cot,1083,698,1781,71,3
719,self_consistency_cot,1128,778,1906,71,3
720,self_consistency_cot,1152,1589,2741,71,3
721,self_consistency_cot,1593,1697,3290,72,3
722,self_consistency_cot,1125,1492,2617,72,3
723,self_consistency_cot,1101,1028,2129,72,3
724,self_consistency_cot,1080,748,1828,72,3
725,self_consistency_cot,1080,717,1797,72,3
726,self_consistency_cot,1107,1216,2323,72,3
727,self_consistency_cot,1080,1418,2498,72,3
728,self_consistency_cot,1110,714,1824,72,3
729,self_consistency_cot,1098,833,1931,72,3
730,self_consistency_cot,1074,1303,2377,72,3
731,self_consistency_cot,1143,743,1886,73,3
732,self_consistency_cot,1065,761,1826,73,3
733,self_consistency_cot,1311,1029,2340,73,3
734,self_consistency_cot,1230,1059,2289,73,3
735,self_consistency_cot,1287,1400,2687,73,3
736,self_consistency_cot,1092,1123,2215,73,3
737,self_consistency_cot,1149,2508,3657,73,3
738,self_consistency_cot,1119,780,1899,73,3
739,self_consistency_cot,1098,1359,2457,73,3
740,self_consistency_cot,1131,945,2076,73,3
741,self_consistency_cot,1149,685,1834,74,3
742,self_consistency_cot,1107,745,1852,74,3
743,self_consistency_cot,1086,1187,2273,74,3
744,self_consistency_cot,1083,576,1659,74,3
745,self_consistency_cot,1173,1367,2540,74,3
746,self_consistency_cot,1134,1404,2538,74,3
747,self_consistency_cot,1668,1709,3377,74,3
748,self_consistency_cot,1104,1032,2136,74,3
749,self_consistency_cot,1089,776,1865,74,3
750,self_consistency_cot,1071,1300,2371,74,3
751,self_consistency_cot,1338,1141,2479,75,3
752,self_consistency_cot,1245,735,1980,75,3
753,self_consistency_cot,1095,1303,2398,75,3
754,self_consistency_cot,1164,1457,2621,75,3
755,self_consistency_cot,1281,996,2277,75,3
756,self_consistency_cot,1143,840,1983,75,3
757,self_consistency_cot,1194,755,1949,75,3
758,self_consistency_cot,1170,1022,2192,75,3
759,self_consistency_cot,1146,576,1722,75,3
760,self_consistency_cot,1104,666,1770,75,3
761,self_consistency_cot,1134,935,2069,76,3
762,self_consistency_cot,1149,637,1786,76,3
763,self_consistency_cot,1209,2349,3558,76,3
764,self_consistency_cot,1146,593,1739,76,3
765,self_consistency_cot,1119,622,1741,76,3
766,self_consistency_cot,1188,808,1996,76,3
767,self_consistency_cot,1182,1307,2489,76,3
768,self_consistency_cot,1215,735,1950,76,3
769,self_consistency_cot,1089,1672,2761,76,3
770,self_consistency_cot,1194,649,1843,76,3
771,self_consistency_cot,1374,845,2219,77,3
772,self_consistency_cot,1131,1825,2956,77,3
773,self_consistency_cot,1146,821,1967,77,3
774,self_consistency_cot,1194,848,2042,77,3
775,self_consistency_cot,1065,983,2048,77,3
776,self_consistency_cot,1455,1703,3158,77,3
777,self_consistency_cot,1188,896,2084,77,3
778,self_consistency_cot,1104,1206,2310,77,3
779,self_consistency_cot,1167,900,2067,77,3
780,self_consistency_cot,1173,790,1963,77,3
781,self_consistency_cot,1341,2650,3991,78,3
782,self_consistency_cot,1179,1022,2201,78,3
783,self_consistency_cot,1593,1172,2765,78,3
784,self_consistency_cot,1185,853,2038,78,3
785,self_consistency_cot,1122,1616,2738,78,3
786,self_consistency_cot,1092,1146,2238,78,3
787,self_consistency_cot,1140,909,2049,78,3
788,self_consistency_cot,1074,976,2050,78,3
789,self_consistency_cot,1068,577,1645,78,3
790,self_consistency_cot,1065,664,1729,78,3
791,self_consistency_cot,1134,678,1812,79,3
792,self_consistency_cot,1038,654,1692,79,3
793,self_consistency_cot,1284,1176,2460,79,3
794,self_consistency_cot,1161,730,1891,79,3
795,self_consistency_cot,1101,1367,2468,79,3
796,self_consistency_cot,1086,656,1742,79,3
797,self_consistency_cot,1179,716,1895,79,3
798,self_consistency_cot,1086,667,1753,79,3
799,self_consistency_cot,1092,1562,2654,79,3
800,self_consistency_cot,1065,1457,2522,79,3
801,self_consistency_cot,1122,661,1783,80,3
802,self_consistency_cot,1128,775,1903,80,3
803,self_consistency_cot,1191,1208,2399,80,3
804,self_consistency_cot,1137,833,1970,80,3
805,self_consistency_cot,1050,922,1972,80,3
806,self_consistency_cot,1269,1745,3014,80,3
807,self_consistency_cot,1092,781,1873,80,3
808,self_consistency_cot,1122,758,1880,80,3
809,self_consistency_cot,1131,821,1952,80,3
810,self_consistency_cot,1104,1113,2217,80,3
811,self_consistency_cot,1089,909,1998,81,3
812,self_consistency_cot,1068,668,1736,81,3
813,self_consistency_cot,1086,533,1619,81,3
814,self_consistency_cot,1062,618,1680,81,3
815,self_consistency_cot,1371,1305,2676,81,3
816,self_consistency_cot,1101,746,1847,81,3
817,self_consistency_cot,1113,1293,2406,81,3
818,self_consistency_cot,1146,613,1759,81,3
819,self_consistency_cot,1323,1303,2626,81,3
820,self_consistency_cot,1098,1306,2404,81,3
821,self_consistency_cot,1110,1245,2355,82,3
822,self_consistency_cot,1374,1465,2839,82,3
823,self_consistency_cot,1260,963,2223,82,3
824,self_consistency_cot,1089,906,1995,82,3
825,self_consistency_cot,1074,1217,2291,82,3
826,self_consistency_cot,1425,892,2317,82,3
827,self_consistency_cot,1074,1077,2151,82,3
828,self_consistency_cot,1281,1013,2294,82,3
829,self_consistency_cot,1191,1465,2656,82,3
830,self_consistency_cot,1098,926,2024,82,3
831,self_consistency_cot,1176,902,2078,83,3
832,self_consistency_cot,1098,677,1775,83,3
833,self_consistency_cot,1086,765,1851,83,3
834,self_consistency_cot,1665,804,2469,83,3
835,self_consistency_cot,1074,628,1702,83,3
836,self_consistency_cot,1419,887,2306,83,3
837,self_consistency_cot,1149,463,1612,83,3
838,self_consistency_cot,1539,741,2280,83,3
839,self_consistency_cot,1221,973,2194,83,3
840,self_consistency_cot,1101,692,1793,83,3
841,self_consistency_cot,1182,1555,2737,84,3
842,self_consistency_cot,1233,904,2137,84,3
843,self_consistency_cot,1299,1099,2398,84,3
844,self_consistency_cot,1314,938,2252,84,3
845,self_consistency_cot,1248,770,2018,84,3
846,self_consistency_cot,1371,1344,2715,84,3
847,self_consistency_cot,1029,912,1941,84,3
848,self_consistency_cot,1116,872,1988,84,3
849,self_consistency_cot,1248,1332,2580,84,3
850,self_consistency_cot,1242,1239,2481,84,3
851,self_consistency_cot,1134,721,1855,85,3
852,self_consistency_cot,1113,857,1970,85,3
853,self_consistency_cot,1425,1663,3088,85,3
854,self_consistency_cot,1074,958,2032,85,3
855,self_consistency_cot,1215,668,1883,85,3
856,self_consistency_cot,1473,1011,2484,85,3
857,self_consistency_cot,1068,916,1984,85,3
858,self_consistency_cot,1050,645,1695,85,3
859,self_consistency_cot,1176,1625,2801,85,3
860,self_consistency_cot,1137,1180,2317,85,3
861,self_consistency_cot,1113,916,2029,86,3
862,self_consistency_cot,1137,1156,2293,86,3
863,self_consistency_cot,1413,1922,3335,86,3
864,self_consistency_cot,1086,815,1901,86,3
865,self_consistency_cot,1077,802,1879,86,3
866,self_consistency_cot,1224,802,2026,86,3
867,self_consistency_cot,1170,920,2090,86,3
868,self_consistency_cot,1188,1952,3140,86,3
869,self_consistency_cot,1143,1234,2377,86,3
870,self_consistency_cot,1122,862,1984,86,3
871,self_consistency_cot,1251,701,1952,87,3
872,self_consistency_cot,1062,1113,2175,87,3
873,self_consistency_cot,1122,634,1756,87,3
874,self_consistency_cot,1203,667,1870,87,3
875,self_consistency_cot,1101,898,1999,87,3
876,self_consistency_cot,1191,601,1792,87,3
877,self_consistency_cot,1062,542,1604,87,3
878,self_consistency_cot,1077,1054,2131,87,3
879,self_consistency_cot,1134,695,1829,87,3
880,self_consistency_cot,1209,648,1857,87,3
881,self_consistency_cot,1185,773,1958,88,3
882,self_consistency_cot,1080,683,1763,88,3
883,self_consistency_cot,1113,1422,2535,88,3
884,self_consistency_cot,1260,1085,2345,88,3
885,self_consistency_cot,1320,1468,2788,88,3
886,self_consistency_cot,1086,897,1983,88,3
887,self_consistency_cot,1092,555,1647,88,3
888,self_consistency_cot,1182,1077,2259,88,3
889,self_consistency_cot,1077,1282,2359,88,3
890,self_consistency_cot,1143,1099,2242,88,3
891,self_consistency_cot,1185,655,1840,89,3
892,self_consistency_cot,1053,700,1753,89,3
893,self_consistency_cot,1044,971,2015,89,3
894,self_consistency_cot,1080,972,2052,89,3
895,self_consistency_cot,1380,843,2223,89,3
896,self_consistency_cot,1086,1160,2246,89,3
897,self_consistency_cot,1134,754,1888,89,3
898,self_consistency_cot,1119,1496,2615,89,3
899,self_consistency_cot,1215,918,2133,89,3
900,self_consistency_cot,1101,523,1624,89,3
901,self_consistency_cot,1293,697,1990,90,3
902,self_consistency_cot,1092,1283,2375,90,3
903,self_consistency_cot,1248,1046,2294,90,3
904,self_consistency_cot,1071,501,1572,90,3
905,self_consistency_cot,1197,582,1779,90,3
906,self_consistency_cot,1113,864,1977,90,3
907,self_consistency_cot,1161,1569,2730,90,3
908,self_consistency_cot,1104,1662,2766,90,3
909,self_consistency_cot,1110,1765,2875,90,3
910,self_consistency_cot,1158,772,1930,90,3
911,self_consistency_cot,1188,1269,2457,91,3
912,self_consistency_cot,1533,769,2302,91,3
913,self_consistency_cot,1113,554,1667,91,3
914,self_consistency_cot,1203,2412,3615,91,3
915,self_consistency_cot,1122,1160,2282,91,3
916,self_consistency_cot,1293,2031,3324,91,3
917,self_consistency_cot,1155,985,2140,91,3
918,self_consistency_cot,1395,1086,2481,91,3
919,self_consistency_cot,1077,650,1727,91,3
920,self_consistency_cot,1098,1163,2261,91,3
921,self_consistency_cot,1122,936,2058,92,3
922,self_consistency_cot,1302,1123,2425,92,3
923,self_consistency_cot,1287,1232,2519,92,3
924,self_consistency_cot,1074,676,1750,92,3
925,self_consistency_cot,1104,907,2011,92,3
926,self_consistency_cot,1488,670,2158,92,3
927,self_consistency_cot,1299,972,2271,92,3
928,self_consistency_cot,1170,681,1851,92,3
929,self_consistency_cot,1080,1107,2187,92,3
930,self_consistency_cot,1128,645,1773,92,3
931,self_consistency_cot,1104,480,1584,93,3
932,self_consistency_cot,1110,2099,3209,93,3
933,self_consistency_cot,1200,970,2170,93,3
934,self_consistency_cot,1233,837,2070,93,3
935,self_consistency_cot,1110,501,1611,93,3
936,self_consistency_cot,1125,1121,2246,93,3
937,self_consistency_cot,1107,1431,2538,93,3
938,self_consistency_cot,1635,1975,3610,93,3
939,self_consistency_cot,1071,894,1965,93,3
940,self_consistency_cot,1626,966,2592,93,3
941,self_consistency_cot,1119,685,1804,94,3
942,self_consistency_cot,1128,926,2054,94,3
943,self_consistency_cot,1089,1174,2263,94,3
944,self_consistency_cot,1071,603,1674,94,3
945,self_consistency_cot,1056,624,1680,94,3
946,self_consistency_cot,1095,842,1937,94,3
947,self_consistency_cot,1110,1319,2429,94,3
948,self_consistency_cot,1056,831,1887,94,3
949,self_consistency_cot,1131,1436,2567,94,3
950,self_consistency_cot,1773,883,2656,94,3
951,self_consistency_cot,1176,1234,2410,95,3
952,self_consistency_cot,1317,1004,2321,95,3
953,self_consistency_cot,1248,702,1950,95,3
954,self_consistency_cot,1107,608,1715,95,3
955,self_consistency_cot,1140,1929,3069,95,3
956,self_consistency_cot,1071,1006,2077,95,3
957,self_consistency_cot,1095,735,1830,95,3
958,self_consistency_cot,1437,1171,2608,95,3
959,self_consistency_cot,1035,667,1702,95,3
960,self_consistency_cot,1176,495,1671,95,3
961,self_consistency_cot,1386,857,2243,96,3
962,self_consistency_cot,1188,781,1969,96,3
963,self_consistency_cot,1239,797,2036,96,3
964,self_consistency_cot,1125,564,1689,96,3
965,self_consistency_cot,1203,701,1904,96,3
966,self_consistency_cot,1155,1378,2533,96,3
967,self_consistency_cot,1110,1646,2756,96,3
968,self_consistency_cot,1077,798,1875,96,3
969,self_consistency_cot,1206,886,2092,96,3
970,self_consistency_cot,1074,642,1716,96,3
971,self_consistency_cot,1470,1000,2470,97,3
972,self_consistency_cot,1092,614,1706,97,3
973,self_consistency_cot,1071,605,1676,97,3
974,self_consistency_cot,1335,892,2227,97,3
