task_id,method,input_tokens,output_tokens,total_tokens,batch_index,num_samples
588,self_consistency_cot,1299,960,2259,58,3
589,self_consistency_cot,1476,1496,2972,58,3
590,self_consistency_cot,1401,1278,2679,58,3
591,self_consistency_cot,1413,1070,2483,59,3
592,self_consistency_cot,1650,791,2441,59,3
593,self_consistency_cot,1314,1574,2888,59,3
594,self_consistency_cot,1443,1744,3187,59,3
595,self_consistency_cot,1500,1049,2549,59,3
596,self_consistency_cot,1299,773,2072,59,3
597,self_consistency_cot,1902,1664,3566,59,3
598,self_consistency_cot,1536,934,2470,59,3
599,self_consistency_cot,1368,824,2192,59,3
600,self_consistency_cot,1332,776,2108,59,3
601,self_consistency_cot,1818,1788,3606,60,3
602,self_consistency_cot,1398,1572,2970,60,3
603,self_consistency_cot,1695,1095,2790,60,3
604,self_consistency_cot,1287,1214,2501,60,3
605,self_consistency_cot,1404,1076,2480,60,3
606,self_consistency_cot,1314,1078,2392,60,3
607,self_consistency_cot,1458,1340,2798,60,3
608,self_consistency_cot,1605,877,2482,60,3
609,self_consistency_cot,1323,1639,2962,60,3
610,self_consistency_cot,1332,1120,2452,60,3
611,self_consistency_cot,1350,1176,2526,61,3
612,self_consistency_cot,1281,1235,2516,61,3
613,self_consistency_cot,1332,1371,2703,61,3
614,self_consistency_cot,1326,1061,2387,61,3
615,self_consistency_cot,1323,1061,2384,61,3
616,self_consistency_cot,1398,1211,2609,61,3
617,self_consistency_cot,1533,1341,2874,61,3
618,self_consistency_cot,1350,939,2289,61,3
619,self_consistency_cot,1407,1636,3043,61,3
620,self_consistency_cot,1659,1898,3557,61,3
621,self_consistency_cot,1365,1110,2475,62,3
622,self_consistency_cot,1800,1675,3475,62,3
623,self_consistency_cot,1353,1085,2438,62,3
624,self_consistency_cot,1266,786,2052,62,3
625,self_consistency_cot,1413,1282,2695,62,3
626,self_consistency_cot,1308,543,1851,62,3
627,self_consistency_cot,1557,1959,3516,62,3
628,self_consistency_cot,1857,1933,3790,62,3
629,self_consistency_cot,1374,1112,2486,62,3
630,self_consistency_cot,1554,1183,2737,62,3
631,self_consistency_cot,1395,1414,2809,63,3
632,self_consistency_cot,1404,1847,3251,63,3
633,self_consistency_cot,1443,1101,2544,63,3
634,self_consistency_cot,1425,796,2221,63,3
635,self_consistency_cot,1413,1184,2597,63,3
636,self_consistency_cot,1347,997,2344,63,3
637,self_consistency_cot,1386,875,2261,63,3
638,self_consistency_cot,1497,819,2316,63,3
639,self_consistency_cot,1383,1206,2589,63,3
640,self_consistency_cot,1338,2053,3391,63,3
641,self_consistency_cot,1311,808,2119,64,3
642,self_consistency_cot,1368,2051,3419,64,3
643,self_consistency_cot,1431,1167,2598,64,3
644,self_consistency_cot,1353,1577,2930,64,3
645,self_consistency_cot,1455,1155,2610,64,3
646,self_consistency_cot,1383,1095,2478,64,3
647,self_consistency_cot,1323,1894,3217,64,3
648,self_consistency_cot,1434,1438,2872,64,3
649,self_consistency_cot,1548,1492,3040,64,3
650,self_consistency_cot,1458,1373,2831,64,3
651,self_consistency_cot,1356,1201,2557,65,3
652,self_consistency_cot,1371,1228,2599,65,3
653,self_consistency_cot,1374,1357,2731,65,3
654,self_consistency_cot,1305,841,2146,65,3
655,self_consistency_cot,1398,3072,4470,65,3
656,self_consistency_cot,1434,1291,2725,65,3
657,self_consistency_cot,1545,1635,3180,65,3
658,self_consistency_cot,1470,1558,3028,65,3
659,self_consistency_cot,1491,1326,2817,65,3
660,self_consistency_cot,1437,1086,2523,65,3
661,self_consistency_cot,1851,1859,3710,66,3
662,self_consistency_cot,1332,1397,2729,66,3
663,self_consistency_cot,1509,1343,2852,66,3
664,self_consistency_cot,1485,879,2364,66,3
665,self_consistency_cot,1440,1370,2810,66,3
666,self_consistency_cot,1359,910,2269,66,3
667,self_consistency_cot,1344,1096,2440,66,3
668,self_consistency_cot,1332,901,2233,66,3
669,self_consistency_cot,1878,1495,3373,66,3
670,self_consistency_cot,1341,1108,2449,66,3
671,self_consistency_cot,1653,1285,2938,67,3
672,self_consistency_cot,1482,1333,2815,67,3
673,self_consistency_cot,1326,1687,3013,67,3
674,self_consistency_cot,1359,1157,2516,67,3
675,self_consistency_cot,1392,1066,2458,67,3
676,self_consistency_cot,1347,1549,2896,67,3
677,self_consistency_cot,1356,1083,2439,67,3
678,self_consistency_cot,1308,831,2139,67,3
679,self_consistency_cot,1287,993,2280,67,3
680,self_consistency_cot,1332,1432,2764,67,3
681,self_consistency_cot,1473,1089,2562,68,3
682,self_consistency_cot,1350,1256,2606,68,3
683,self_consistency_cot,1482,1617,3099,68,3
684,self_consistency_cot,1581,1133,2714,68,3
685,self_consistency_cot,1638,1160,2798,68,3
686,self_consistency_cot,1395,1052,2447,68,3
687,self_consistency_cot,1455,993,2448,68,3
688,self_consistency_cot,1329,1293,2622,68,3
689,self_consistency_cot,1722,1251,2973,68,3
690,self_consistency_cot,1386,1279,2665,68,3
691,self_consistency_cot,1470,1227,2697,69,3
692,self_consistency_cot,1437,909,2346,69,3
693,self_consistency_cot,1323,1059,2382,69,3
694,self_consistency_cot,1332,1671,3003,69,3
695,self_consistency_cot,1383,1274,2657,69,3
696,self_consistency_cot,1320,1240,2560,69,3
697,self_consistency_cot,1356,1069,2425,69,3
698,self_consistency_cot,1404,1845,3249,69,3
699,self_consistency_cot,1500,1200,2700,69,3
700,self_consistency_cot,1398,1766,3164,69,3
701,self_consistency_cot,1431,1030,2461,70,3
702,self_consistency_cot,1902,1323,3225,70,3
703,self_consistency_cot,1323,776,2099,70,3
704,self_consistency_cot,1359,1033,2392,70,3
705,self_consistency_cot,1329,1526,2855,70,3
706,self_consistency_cot,1512,1242,2754,70,3
707,self_consistency_cot,1635,897,2532,70,3
708,self_consistency_cot,1278,1106,2384,70,3
709,self_consistency_cot,1527,1236,2763,70,3
710,self_consistency_cot,1353,926,2279,70,3
711,self_consistency_cot,1602,1057,2659,71,3
712,self_consistency_cot,1380,1209,2589,71,3
713,self_consistency_cot,1329,646,1975,71,3
714,self_consistency_cot,1641,1451,3092,71,3
715,self_consistency_cot,1341,1341,2682,71,3
716,self_consistency_cot,1308,583,1891,71,3
717,self_consistency_cot,1719,1089,2808,71,3
718,self_consistency_cot,1329,1000,2329,71,3
719,self_consistency_cot,1380,869,2249,71,3
720,self_consistency_cot,1449,1365,2814,71,3
721,self_consistency_cot,1941,1618,3559,72,3
722,self_consistency_cot,1365,1844,3209,72,3
723,self_consistency_cot,1359,1162,2521,72,3
724,self_consistency_cot,1329,1308,2637,72,3
725,self_consistency_cot,1320,1153,2473,72,3
726,self_consistency_cot,1365,1019,2384,72,3
727,self_consistency_cot,1317,1110,2427,72,3
728,self_consistency_cot,1365,1020,2385,72,3
729,self_consistency_cot,1350,1056,2406,72,3
730,self_consistency_cot,1332,1927,3259,72,3
731,self_consistency_cot,1395,903,2298,73,3
732,self_consistency_cot,1302,1101,2403,73,3
733,self_consistency_cot,1581,1579,3160,73,3
734,self_consistency_cot,1503,1328,2831,73,3
735,self_consistency_cot,1569,1354,2923,73,3
736,self_consistency_cot,1329,1254,2583,73,3
737,self_consistency_cot,1431,1538,2969,73,3
738,self_consistency_cot,1362,805,2167,73,3
739,self_consistency_cot,1347,647,1994,73,3
740,self_consistency_cot,1392,1033,2425,73,3
741,self_consistency_cot,1395,1711,3106,74,3
742,self_consistency_cot,1344,816,2160,74,3
743,self_consistency_cot,1332,1638,2970,74,3
744,self_consistency_cot,1329,799,2128,74,3
745,self_consistency_cot,1452,2178,3630,74,3
746,self_consistency_cot,1389,982,2371,74,3
747,self_consistency_cot,2139,1411,3550,74,3
748,self_consistency_cot,1362,1409,2771,74,3
749,self_consistency_cot,1350,1868,3218,74,3
750,self_consistency_cot,1317,1141,2458,74,3
751,self_consistency_cot,1635,1532,3167,75,3
752,self_consistency_cot,1524,1118,2642,75,3
753,self_consistency_cot,1338,1502,2840,75,3
754,self_consistency_cot,1422,1895,3317,75,3
755,self_consistency_cot,1611,1016,2627,75,3
756,self_consistency_cot,1413,1022,2435,75,3
757,self_consistency_cot,1494,1313,2807,75,3
758,self_consistency_cot,1434,1227,2661,75,3
759,self_consistency_cot,1416,1066,2482,75,3
760,self_consistency_cot,1359,1219,2578,75,3
761,self_consistency_cot,1389,1124,2513,76,3
762,self_consistency_cot,1398,979,2377,76,3
763,self_consistency_cot,1479,1417,2896,76,3
764,self_consistency_cot,1401,1195,2596,76,3
765,self_consistency_cot,1368,973,2341,76,3
766,self_consistency_cot,1452,967,2419,76,3
767,self_consistency_cot,1455,1251,2706,76,3
768,self_consistency_cot,1473,880,2353,76,3
769,self_consistency_cot,1329,963,2292,76,3
770,self_consistency_cot,1446,840,2286,76,3
771,self_consistency_cot,1677,1975,3652,77,3
772,self_consistency_cot,1386,927,2313,77,3
773,self_consistency_cot,1395,1327,2722,77,3
774,self_consistency_cot,1479,2354,3833,77,3
775,self_consistency_cot,1323,923,2246,77,3
776,self_consistency_cot,1788,1301,3089,77,3
777,self_consistency_cot,1443,1304,2747,77,3
778,self_consistency_cot,1377,1603,2980,77,3
779,self_consistency_cot,1431,1114,2545,77,3
780,self_consistency_cot,1434,1355,2789,77,3
781,self_consistency_cot,1611,1201,2812,78,3
782,self_consistency_cot,1437,1151,2588,78,3
783,self_consistency_cot,1959,1908,3867,78,3
784,self_consistency_cot,1443,1055,2498,78,3
785,self_consistency_cot,1401,2718,4119,78,3
786,self_consistency_cot,1329,1085,2414,78,3
787,self_consistency_cot,1404,919,2323,78,3
788,self_consistency_cot,1323,1189,2512,78,3
789,self_consistency_cot,1326,806,2132,78,3
790,self_consistency_cot,1323,885,2208,78,3
791,self_consistency_cot,1392,1321,2713,79,3
792,self_consistency_cot,1278,857,2135,79,3
793,self_consistency_cot,1533,1191,2724,79,3
794,self_consistency_cot,1425,1320,2745,79,3
795,self_consistency_cot,1356,1290,2646,79,3
796,self_consistency_cot,1320,946,2266,79,3
797,self_consistency_cot,1443,937,2380,79,3
798,self_consistency_cot,1317,925,2242,79,3
799,self_consistency_cot,1338,1198,2536,79,3
800,self_consistency_cot,1323,963,2286,79,3
801,self_consistency_cot,1395,1213,2608,80,3
802,self_consistency_cot,1371,1271,2642,80,3
803,self_consistency_cot,1437,1032,2469,80,3
804,self_consistency_cot,1380,929,2309,80,3
805,self_consistency_cot,1290,1330,2620,80,3
806,self_consistency_cot,1548,944,2492,80,3
807,self_consistency_cot,1335,960,2295,80,3
808,self_consistency_cot,1365,1060,2425,80,3
809,self_consistency_cot,1383,1320,2703,80,3
810,self_consistency_cot,1374,1271,2645,80,3
811,self_consistency_cot,1332,1278,2610,81,3
812,self_consistency_cot,1308,939,2247,81,3
813,self_consistency_cot,1317,845,2162,81,3
814,self_consistency_cot,1305,692,1997,81,3
815,self_consistency_cot,1647,1574,3221,81,3
816,self_consistency_cot,1362,947,2309,81,3
817,self_consistency_cot,1380,1253,2633,81,3
818,self_consistency_cot,1401,922,2323,81,3
819,self_consistency_cot,1620,1230,2850,81,3
820,self_consistency_cot,1341,939,2280,81,3
821,self_consistency_cot,1359,1976,3335,82,3
822,self_consistency_cot,1671,2467,4138,82,3
823,self_consistency_cot,1533,982,2515,82,3
824,self_consistency_cot,1332,884,2216,82,3
825,self_consistency_cot,1320,1236,2556,82,3
826,self_consistency_cot,1722,1361,3083,82,3
827,self_consistency_cot,1311,1397,2708,82,3
828,self_consistency_cot,1575,1176,2751,82,3
829,self_consistency_cot,1497,931,2428,82,3
830,self_consistency_cot,1350,1113,2463,82,3
831,self_consistency_cot,1446,1139,2585,83,3
832,self_consistency_cot,1368,1177,2545,83,3
833,self_consistency_cot,1332,1184,2516,83,3
834,self_consistency_cot,2046,1072,3118,83,3
835,self_consistency_cot,1314,1206,2520,83,3
836,self_consistency_cot,1797,1990,3787,83,3
837,self_consistency_cot,1404,686,2090,83,3
838,self_consistency_cot,1818,1659,3477,83,3
839,self_consistency_cot,1539,1423,2962,83,3
840,self_consistency_cot,1347,1039,2386,83,3
841,self_consistency_cot,1473,1116,2589,84,3
842,self_consistency_cot,1512,1342,2854,84,3
843,self_consistency_cot,1614,1688,3302,84,3
844,self_consistency_cot,1590,1059,2649,84,3
845,self_consistency_cot,1524,1033,2557,84,3
846,self_consistency_cot,1680,1208,2888,84,3
847,self_consistency_cot,1254,955,2209,84,3
848,self_consistency_cot,1347,1012,2359,84,3
849,self_consistency_cot,1536,1232,2768,84,3
850,self_consistency_cot,1521,1283,2804,84,3
851,self_consistency_cot,1392,1230,2622,85,3
852,self_consistency_cot,1368,1063,2431,85,3
853,self_consistency_cot,1734,2478,4212,85,3
854,self_consistency_cot,1314,1224,2538,85,3
855,self_consistency_cot,1464,1095,2559,85,3
856,self_consistency_cot,1764,1473,3237,85,3
857,self_consistency_cot,1308,969,2277,85,3
858,self_consistency_cot,1287,680,1967,85,3
859,self_consistency_cot,1467,1476,2943,85,3
860,self_consistency_cot,1422,1088,2510,85,3
861,self_consistency_cot,1368,1091,2459,86,3
862,self_consistency_cot,1425,1278,2703,86,3
863,self_consistency_cot,1785,1705,3490,86,3
864,self_consistency_cot,1356,1007,2363,86,3
865,self_consistency_cot,1332,989,2321,86,3
866,self_consistency_cot,1497,1090,2587,86,3
867,self_consistency_cot,1419,1174,2593,86,3
868,self_consistency_cot,1458,1229,2687,86,3
869,self_consistency_cot,1398,1929,3327,86,3
870,self_consistency_cot,1383,1099,2482,86,3
871,self_consistency_cot,1506,890,2396,87,3
872,self_consistency_cot,1302,931,2233,87,3
873,self_consistency_cot,1386,1152,2538,87,3
874,self_consistency_cot,1470,918,2388,87,3
875,self_consistency_cot,1359,1215,2574,87,3
876,self_consistency_cot,1440,970,2410,87,3
877,self_consistency_cot,1308,1255,2563,87,3
878,self_consistency_cot,1329,1190,2519,87,3
879,self_consistency_cot,1386,1094,2480,87,3
880,self_consistency_cot,1479,1436,2915,87,3
881,self_consistency_cot,1443,992,2435,88,3
882,self_consistency_cot,1332,699,2031,88,3
883,self_consistency_cot,1380,1097,2477,88,3
884,self_consistency_cot,1527,1805,3332,88,3
885,self_consistency_cot,1644,1025,2669,88,3
886,self_consistency_cot,1329,1066,2395,88,3
887,self_consistency_cot,1332,813,2145,88,3
888,self_consistency_cot,1452,1376,2828,88,3
889,self_consistency_cot,1323,1344,2667,88,3
890,self_consistency_cot,1383,1302,2685,88,3
891,self_consistency_cot,1440,760,2200,89,3
892,self_consistency_cot,1296,1010,2306,89,3
893,self_consistency_cot,1278,899,2177,89,3
894,self_consistency_cot,1341,1568,2909,89,3
895,self_consistency_cot,1701,1371,3072,89,3
896,self_consistency_cot,1338,1378,2716,89,3
897,self_consistency_cot,1377,1276,2653,89,3
898,self_consistency_cot,1371,1934,3305,89,3
899,self_consistency_cot,1464,1324,2788,89,3
900,self_consistency_cot,1353,1607,2960,89,3
901,self_consistency_cot,1551,1223,2774,90,3
902,self_consistency_cot,1347,1732,3079,90,3
903,self_consistency_cot,1506,1709,3215,90,3
904,self_consistency_cot,1305,603,1908,90,3
905,self_consistency_cot,1473,802,2275,90,3
906,self_consistency_cot,1359,1790,3149,90,3
907,self_consistency_cot,1428,1341,2769,90,3
908,self_consistency_cot,1371,1139,2510,90,3
909,self_consistency_cot,1365,1011,2376,90,3
910,self_consistency_cot,1407,1194,2601,90,3
911,self_consistency_cot,1449,1582,3031,91,3
912,self_consistency_cot,1920,1065,2985,91,3
913,self_consistency_cot,1365,869,2234,91,3
914,self_consistency_cot,1458,1161,2619,91,3
915,self_consistency_cot,1377,1177,2554,91,3
916,self_consistency_cot,1629,1351,2980,91,3
917,self_consistency_cot,1437,1108,2545,91,3
918,self_consistency_cot,1680,1698,3378,91,3
919,self_consistency_cot,1317,762,2079,91,3
920,self_consistency_cot,1344,1069,2413,91,3
921,self_consistency_cot,1380,1190,2570,92,3
922,self_consistency_cot,1590,1032,2622,92,3
923,self_consistency_cot,1584,1854,3438,92,3
924,self_consistency_cot,1311,789,2100,92,3
925,self_consistency_cot,1350,1053,2403,92,3
926,self_consistency_cot,1872,1086,2958,92,3
927,self_consistency_cot,1647,1485,3132,92,3
928,self_consistency_cot,1431,2201,3632,92,3
929,self_consistency_cot,1323,1119,2442,92,3
930,self_consistency_cot,1383,908,2291,92,3
931,self_consistency_cot,1341,667,2008,93,3
932,self_consistency_cot,1365,1216,2581,93,3
933,self_consistency_cot,1470,1617,3087,93,3
934,self_consistency_cot,1476,865,2341,93,3
935,self_consistency_cot,1338,697,2035,93,3
936,self_consistency_cot,1401,1476,2877,93,3
937,self_consistency_cot,1365,1077,2442,93,3
938,self_consistency_cot,2079,1577,3656,93,3
939,self_consistency_cot,1311,1558,2869,93,3
940,self_consistency_cot,1959,1622,3581,93,3
941,self_consistency_cot,1383,706,2089,94,3
942,self_consistency_cot,1377,1160,2537,94,3
943,self_consistency_cot,1338,1380,2718,94,3
944,self_consistency_cot,1314,2043,3357,94,3
945,self_consistency_cot,1302,1228,2530,94,3
946,self_consistency_cot,1365,1129,2494,94,3
947,self_consistency_cot,1368,925,2293,94,3
948,self_consistency_cot,1296,780,2076,94,3
949,self_consistency_cot,1410,1211,2621,94,3
950,self_consistency_cot,2205,1300,3505,94,3
951,self_consistency_cot,1446,1382,2828,95,3
952,self_consistency_cot,1626,1319,2945,95,3
953,self_consistency_cot,1509,1323,2832,95,3
954,self_consistency_cot,1365,709,2074,95,3
955,self_consistency_cot,1371,1107,2478,95,3
956,self_consistency_cot,1317,1194,2511,95,3
957,self_consistency_cot,1347,1176,2523,95,3
958,self_consistency_cot,1770,1298,3068,95,3
959,self_consistency_cot,1263,1246,2509,95,3
960,self_consistency_cot,1431,997,2428,95,3
961,self_consistency_cot,1740,1651,3391,96,3
962,self_consistency_cot,1455,1106,2561,96,3
963,self_consistency_cot,1530,1097,2627,96,3
964,self_consistency_cot,1377,898,2275,96,3
965,self_consistency_cot,1473,1541,3014,96,3
966,self_consistency_cot,1392,1016,2408,96,3
967,self_consistency_cot,1356,874,2230,96,3
968,self_consistency_cot,1323,1172,2495,96,3
969,self_consistency_cot,1488,1272,2760,96,3
970,self_consistency_cot,1311,780,2091,96,3
971,self_consistency_cot,1914,1508,3422,97,3
972,self_consistency_cot,1353,1169,2522,97,3
973,self_consistency_cot,1308,805,2113,97,3
974,self_consistency_cot,1695,1560,3255,97,3
